trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,Loading,Loading_STD,Surfactant_conc,Surfactant_conc_STD,Complexity,Complexity_STD
18,0.206,0.307,0.037,0,0,0,0,0,0,100,0,10,1,,,,,,
19,0.206,0.307,0.037,0,0,0,0,100,0,100,0,5,100,,,,,,
20,0.206,0.307,0.037,0,0,0,100,0,0,100,100,12,100,,,,,,
21,0.206,0.307,0.037,100,0,0,0,0,0,100,0,26,1,,,,,,
22,0.206,0.307,0.037,0,0,0,0,0,0,0,0,6,1,,,,,,
23,0.206,0.307,0.037,0,0,0,0,0,0,100,0,9,100,,,,,,
