trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,micelle_drug_conc,success,initial_drug_conc_surfactant_conc_ratio,Complexity
15,0.206,0.307,0.037,0,0,0,100,0,0,0,0,100,1,,,,
16,0.206,0.307,0.037,0,0,0,100,0,0,0,0,57,1,,,,
17,0.206,0.307,0.037,0,0,0,100,0,0,0,100,1,89,,,,
