trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
176,IBP,0.2063,0.3073,0.0373,7,0,25.0,s7,s6,7,
177,LOV,0.4045,0.4196,0.0728,9,0,25.0,s4,s4,9,
178,DCF,0.2962,0.4364,0.0493,13,12,25.0,s6,s1,25,
179,GLV,0.3528,0.281,0.0711,14,22,25.0,s6,s1,36,
