trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
8,IBP,0.2063,0.3073,0.0373,5.668197774056159,6.320464227528258,11.327995239229978,25.0,s6,s5,s1,23.316657240814394,
9,IBP,0.2063,0.3073,0.0373,5.247318539742054,6.494839715909041,11.959136935574504,25.0,s6,s5,s1,23.701295191225597,
10,LOV,0.4045,0.4196,0.0728,5.470369224932467,6.646012903549162,11.399699381742582,25.0,s6,s5,s1,23.51608151022421,
11,LOV,0.4045,0.4196,0.0728,5.6194247088055045,6.724490376492919,11.689981851196462,25.0,s6,s5,s1,24.033896936494884,
12,DCF,0.2962,0.4364,0.0493,5.042465749720437,6.0938792658471606,11.534039075388225,25.0,s6,s1,s1,22.67038409095582,
13,DCF,0.2962,0.4364,0.0493,5.374478446549213,6.539092747379219,11.844956084010157,25.0,s6,s5,s1,23.75852727793859,
14,GLV,0.3528,0.281,0.0711,5.632743844336128,6.382770638996576,10.764404948215262,25.0,s6,s5,s1,22.779919431547967,
15,GLV,0.3528,0.281,0.0711,5.901514901282581,6.53012017608344,12.174544873567378,25.0,s6,s5,s1,24.6061799509334,
