trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
84,0.494,0.3642,0.1136,0,0,0,0,22,0,0,0,36,100,,,
85,0.494,0.3642,0.1136,0,0,0,0,22,0,0,0,73,100,,,
86,0.494,0.3642,0.1136,0,14,0,0,22,0,0,2,100,100,,,
