trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
140,IBP,0.2063,0.3073,0.0373,0,0,0,25.0,s1,s3,s6,0,
141,LOV,0.4045,0.4196,0.0728,26,0,0,25.0,s1,s3,s6,26,
142,DCF,0.2962,0.4364,0.0493,22,0,27,25.0,s1,s3,s7,49,
143,GLV,0.3528,0.281,0.0711,31,0,32,25.0,s1,s3,s6,63,
144,IBP,0.2063,0.3073,0.0373,6,0,0,25.0,s1,s3,s6,6,
145,LOV,0.4045,0.4196,0.0728,26,0,10,25.0,s1,s3,s6,36,
146,DCF,0.2962,0.4364,0.0493,5,0,32,25.0,s7,s3,s7,37,
147,GLV,0.3528,0.281,0.0711,40,0,0,25.0,s1,s3,s6,40,
