trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,micelle_drug_conc,success,initial_drug_conc_surfactant_conc_ratio,Complexity
24,0.206,0.307,0.037,47,0,100,0,0,0,0,24,50,100,,,,
25,0.206,0.307,0.037,0,0,0,78,0,0,0,0,100,54,,,,
26,0.206,0.307,0.037,83,0,0,0,63,100,0,0,54,100,,,,
27,0.206,0.307,0.037,92,0,0,0,0,77,100,0,23,100,,,,
28,0.206,0.307,0.037,0,0,100,0,0,0,0,0,100,100,,,,
29,0.206,0.307,0.037,0,0,0,44,100,0,100,0,1,100,,,,
