trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
15,IBP,C7,C7,0,B10,B3,2,0.0,0.0,265.0,0.0,0.0,0.0,0.0,100.0,365.0,
16,IBP,C9,C9,0,B10,B3,2,0.0,0.0,0.0,0.0,35.0,265.0,0.0,0.0,300.0,
17,IBP,C11,C11,0,B10,B3,2,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,
