trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
66,0.2063,0.3073,0.0373,20,0,0,0,0,0,0,0,14,100,,,
67,0.2063,0.3073,0.0373,35,0,55,0,0,0,0,0,14,100,,,
68,0.2063,0.3073,0.0373,0,0,0,7,21,19,0,37,33,100,,,
