trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
51,0.4045,0.4196,0.0728,0,100,100,0,0,100,100,100,100,100,,,
52,0.4045,0.4196,0.0728,0,100,0,100,100,100,100,0,100,100,,,
53,0.4045,0.4196,0.0728,0,0,100,0,59,100,9,100,100,100,,,
