trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
57,0.2063,0.3073,0.0373,52,0,0,0,0,0,0,62,100,100,,,
58,0.2063,0.3073,0.0373,31,6,0,100,64,20,0,0,12,100,,,
59,0.2063,0.3073,0.0373,31,31,0,100,66,27,100,34,11,100,,,
