trial_index,drug_name,well_slot,deep_well_slot,rack_1000,well_1000,well_50,replicates,s1,s2,s3,s4,s5,s6,s7,s8,total_vol,obj_total_vol
9,GLV,C1,B7,0,F6,B2,2,140.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,
10,GLV,C3,B9,0,F6,B2,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,650.0,655.0,
11,GLV,C5,B11,0,F6,B2,2,0.0,0.0,0.0,215.0,435.0,0.0,0.0,0.0,650.0,
