trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,success,surfactant_input,Complexity
64,IBP,0.2063,0.3073,0.0373,100,100,0,100,100,100,100,100,1,100,,,
65,IBP,0.2063,0.3073,0.0373,5,100,0,0,0,0,0,12,100,100,,,
66,LOV,0.4045,0.4196,0.0728,0,0,0,0,100,0,0,100,100,100,,,
67,LOV,0.4045,0.4196,0.0728,100,100,0,0,100,0,0,0,100,100,,,
68,DCF,0.2962,0.4364,0.0493,0,100,0,100,0,0,100,100,100,100,,,
69,DCF,0.2962,0.4364,0.0493,0,100,0,0,0,0,0,100,100,100,,,
70,GLV,0.3528,0.281,0.0711,0,3,0,0,0,0,0,100,100,100,,,
71,GLV,0.3528,0.281,0.0711,0,0,0,0,0,0,100,100,100,100,,,
