trial_index,Drug_MW,Drug_LogP,Drug_TPSA,s1,s2,s3,s4,s5,s6,s7,s8,surfactant_conc,drug_conc,micelle_drug_conc,success,initial_drug_conc_surfactant_conc_ratio,Complexity
21,0.206,0.307,0.037,0,0,0,12,0,0,0,0,1,71,,,,
22,0.206,0.307,0.037,0,0,0,12,0,0,0,0,1,82,,,,
23,0.206,0.307,0.037,0,0,0,1,0,0,0,0,1,7,,,,
