trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
112,IBP,0.2063,0.3073,0.0373,49,0,3,25.0,s1,s3,s6,52,
113,LOV,0.4045,0.4196,0.0728,12,0,61,25.0,s1,s3,s6,73,
114,DCF,0.2962,0.4364,0.0493,12,0,39,25.0,s1,s3,s7,51,
115,GLV,0.3528,0.281,0.0711,13,0,61,25.0,s1,s3,s7,74,
