trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,drug_conc,surf_1,surf_2,surf_conc,obj_surf_conc
72,IBP,0.2063,0.3073,0.0373,19,1,25.0,s7,s4,20,
73,LOV,0.4045,0.4196,0.0728,0,7,25.0,s4,s8,7,
74,DCF,0.2962,0.4364,0.0493,22,2,25.0,s7,s4,24,
75,GLV,0.3528,0.281,0.0711,28,28,25.0,s6,s1,56,
76,IBP,0.2063,0.3073,0.0373,2,1,25.0,s7,s6,3,
77,LOV,0.4045,0.4196,0.0728,3,20,25.0,s6,s1,23,
78,DCF,0.2962,0.4364,0.0493,22,0,25.0,s7,s6,22,
79,GLV,0.3528,0.281,0.0711,1,54,25.0,s6,s1,55,
